feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,plate_id,row_id,column_id,seconds_time_sample,absorbance,created_at
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.040048057669203045,1,A,1,779,0.128,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.040032025620496396,1,A,2,779,0.133,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.040016006402561026,1,A,3,779,0.134,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.04,1,A,4,779,0.124,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03998400639744103,1,A,5,779,0.117,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03996802557953637,1,A,6,779,0.149,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03995205753096284,1,A,7,779,0.119,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039936102236421724,1,A,8,779,0.597,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03992015968063872,1,A,9,779,0.141,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03990422984836393,1,A,10,779,0.122,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03988831272437176,1,A,11,779,0.132,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03987240829346093,1,A,12,779,0.094,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03985651654045436,1,B,1,779,0.083,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0398406374501992,1,B,2,779,0.098,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039824771007566706,1,B,3,779,0.084,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03980891719745223,1,B,4,779,0.097,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03979307600477517,1,B,5,779,0.088,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03977724741447892,1,B,6,779,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039761431411530816,1,B,7,779,0.098,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0397456279809221,1,B,8,779,0.119,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03972983710766786,1,B,9,779,0.091,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03971405877680699,1,B,10,779,0.095,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03969829297340215,1,B,11,779,0.096,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03968253968253968,1,B,12,779,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039666798889329634,1,C,1,779,0.084,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03965107057890563,1,C,2,779,0.095,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03963535473642489,1,C,3,779,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039619651347068144,1,C,4,779,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039603960396039604,1,C,5,779,0.093,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0395882818685669,1,C,6,779,0.085,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03957261574990107,1,C,7,779,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03955696202531646,1,C,8,779,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039541320680110716,1,C,9,779,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039525691699604744,1,C,10,779,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039510075069142635,1,C,11,779,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03949447077409163,1,C,12,779,0.088,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03947887879984208,1,D,1,779,0.088,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03946329913180742,1,D,2,779,0.094,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03944773175542406,1,D,3,779,0.1,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03943217665615142,1,D,4,779,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039416633819471816,1,D,5,779,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039401103230890466,1,D,6,779,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03938558487593541,1,D,7,779,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03937007874015748,1,D,8,779,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03935458480913026,1,D,9,779,0.092,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03933910306845004,1,D,10,779,0.096,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039323633503735744,1,D,11,779,0.1,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03930817610062893,1,D,12,779,0.096,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03929273084479371,1,E,1,779,0.091,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03927729772191673,1,E,2,779,0.101,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0392618767177071,1,E,3,779,0.091,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03924646781789639,1,E,4,779,0.091,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03923107100823853,1,E,5,779,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0392156862745098,1,E,6,779,0.099,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03920031360250882,1,E,7,779,0.088,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03918495297805643,1,E,8,779,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03916960438699569,1,E,9,779,0.087,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03915426781519186,1,E,10,779,0.102,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03913894324853229,1,E,11,779,0.131,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03912363067292645,1,E,12,779,0.093,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03910833007430583,1,F,1,779,0.091,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039093041438623924,1,F,2,779,0.096,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039077764751856196,1,F,3,779,0.088,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0390625,1,F,4,779,0.091,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03904724716907458,1,F,5,779,0.1,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.039032006245121,1,F,6,779,0.084,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03901677721420211,1,F,7,779,0.087,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0390015600624025,1,F,8,779,0.085,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03898635477582846,1,F,9,779,0.087,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03897116134060795,1,F,10,779,0.096,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038955979742890535,1,F,11,779,0.095,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03894080996884735,1,F,12,779,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03892565200467108,1,G,1,779,0.088,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038910505836575876,1,G,2,779,0.091,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038895371450797356,1,G,3,779,0.091,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038880248833592534,1,G,4,779,0.091,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0388651379712398,1,G,5,779,0.088,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03885003885003885,1,G,6,779,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038834951456310676,1,G,7,779,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03881987577639751,1,G,8,779,0.088,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038804811796662786,1,G,9,779,0.088,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038789759503491075,1,G,10,779,0.101,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038774718883288095,1,G,11,779,0.112,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03875968992248062,1,G,12,779,0.11,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03874467260751647,1,H,1,779,0.08,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038729666924864445,1,H,2,779,0.119,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03871467286101433,1,H,3,779,0.115,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03869969040247678,1,H,4,779,0.094,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03868471953578337,1,H,5,779,0.556,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038669760247486466,1,H,6,779,0.094,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038654812524159254,1,H,7,779,0.093,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03863987635239567,1,H,8,779,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03862495171881035,1,H,9,779,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03861003861003861,1,H,10,779,0.099,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0385951370127364,1,H,11,779,0.106,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038580246913580245,1,H,12,779,0.097,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03856536829926726,1,A,1,809,0.128,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03855050115651504,1,A,2,809,0.133,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038535645472061654,1,A,3,809,0.134,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03852080123266564,1,A,4,809,0.124,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03850596842510589,1,A,5,809,0.117,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03849114703618168,1,A,6,809,0.149,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038476337052712584,1,A,7,809,0.12,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038461538461538464,1,A,8,809,0.594,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03844675124951941,1,A,9,809,0.141,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03843197540353574,1,A,10,809,0.122,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0384172109104879,1,A,11,809,0.132,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03840245775729647,1,A,12,809,0.094,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03838771593090211,1,B,1,809,0.083,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03837298541826554,1,B,2,809,0.098,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038358266206367474,1,B,3,809,0.085,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03834355828220859,1,B,4,809,0.097,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038328861632809505,1,B,5,809,0.088,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038314176245210725,1,B,6,809,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038299502106472615,1,B,7,809,0.098,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03828483920367534,1,B,8,809,0.119,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038270187523918864,1,B,9,809,0.091,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03825554705432287,1,B,10,809,0.095,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03824091778202677,1,B,11,809,0.096,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0382262996941896,1,B,12,809,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03821169277799007,1,C,1,809,0.084,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03819709702062643,1,C,2,809,0.095,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038182512409316534,1,C,3,809,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03816793893129771,1,C,4,809,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03815337657382678,1,C,5,809,0.093,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03813882532418002,1,C,6,809,0.085,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03812428516965307,1,C,7,809,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.038109756097560975,1,C,8,809,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0380952380952381,1,C,9,809,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03808073115003808,1,C,10,809,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03806623524933384,1,C,11,809,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0380517503805175,1,C,12,809,0.087,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03803727653100038,1,D,1,809,0.088,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03802281368821293,1,D,2,809,0.094,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03800836183960471,1,D,3,809,0.1,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.037993920972644375,1,D,4,809,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0379794910748196,1,D,5,809,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.037965072133637055,1,D,6,809,0.089,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03795066413662239,1,D,7,809,0.09,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03793626707132018,1,D,8,809,0.091,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.037921880925293895,1,D,9,809,0.092,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03790750568612585,1,D,10,809,0.096,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.037893141341417205,1,D,11,809,0.1,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03787878787878788,1,D,12,809,0.096,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03786444528587656,1,E,1,809,0.091,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.03785011355034065,1,E,2,809,0.101,2025-10-26 01:20:36
10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.037835792659856225,1,E,3,809,0.091,2025-10-26 01:20:36
